fsym-id	Security	Ticker	Position	MV	factset_entity_id	fs_perm_sec_id	fsym_id	Security Name
	VANGUARD TOTAL BOND MARKET ETF	BND-NAS	3562693	289219418	002FYS-E	JGL3LT-S-BR	JGL3LT-S	BANCO INTER SA  ORD PFD
XLYCZJ-S	FIREEYE INC  COM	FEYE-NAS	17122498	287486741	002FYS-E	WRWJQW-S-CO	WRWJQW-S	BANCOLOMBIA SA  ORD
HLWVL6-S	OLD NATIONAL BANCORP/IN  COM	ONB-NAS	17521940	287359816	002FYS-E	T409RT-S-CO	T409RT-S	BANCOLOMBIA SA  PFD
X3528V-S	QUALYS INC  COM	QLYS-NAS	3472034	287276093	002FYS-E	CZHL99-S-US	CZHL99-S	BANCOLOMBIA SA  SPONSORED ADR PFD
LSP775-S	BOSTON BEER INC  CL A	SAM-NYS	973721	286984790	002FYS-E	H9MW7W-S-US	H9MW7W-S	BANCORP 34 INC  COM
XGC45J-S	DELEK US HOLDINGS INC  COM	DK-NYS	7859576	286245758	002FYS-E	C24GM8-S-US	C24GM8-S	BANCORP INC  COM
D4ZZ86-S	KORN FERRY  COM	KFY-NYS	6368937	285200999	002FYS-E	X9WL1M-S-US	X9WL1M-S	BANCORP OF NEW JERSEY INC  COM
Q9ND4H-S	CORELOGIC INC  COM	CLGX-NYS	7652762	285141912	002FYS-E	Q1LLR2-S-US	Q1LLR2-S	BANCORPSOUTH BANK  COM
KDD2FL-S	MACK CALI REALTY CORP  COM	CLI-NYS	12827239	284764706	002FYS-E	XC2X7N-S-US	XC2X7N-S	BANCO SANTANDER BRASIL SA  ADR
DCYTYS-S	CORE LABORATORIES NV  COM	CLB-NYS	4127621	284516916	002FYS-E	N4RM3F-S-BR	N4RM3F-S	BANCO SANTANDER BRASIL SA  UNITS
JDSH8C-S	HFF INC  CL A	HF-NYS	5957019	284447657	002FYS-E	D0H3HY-S-US	D0H3HY-S	BANCO SANTANDER CHILE  ADR
MZZX8P-S	AMERICAN EQUITY INVT LIFE HLDG  COM	AEL-NYS	10521097	284280041	002FYS-E	MG04MB-S-CL	MG04MB-S	BANCO SANTANDER CHILE  ORD
S8ZDTK-S	WHITING PETROLEUM CORP  COM	WLL-NYS	10873532	284234126	002FYS-E	RR19BS-S-US	RR19BS-S	BANCO SANTANDER MEXICO INST  ADR B
BDMKTH-S	AGNICO EAGLE MINES LTD  COM	AEM-TSE	6513619	283342427	002FYS-E	VPTGPW-S-MX	VPTGPW-S	BANCO SANTANDER MEXICO INST  ORD B
F2JBZ5-S	INTEGER HOLDINGS CORP  COM	ITGR-NYS	3753150	283062573	002FYS-E	H0QZ0Y-S-US	H0QZ0Y-S	BANCO SANTANDER SA  ADR
P36J31-S	CHEMICAL FINANCIAL CORP  COM	CHFC-NAS	6851787	282019553	002FYS-E	XQC8FD-S-ES	XQC8FD-S	BANCO SANTANDER SA  ORD
K3FZZK-S	STRATEGIC EDUCATION INC  COM	STRA-NAS	2147483	281985993	002FYS-E	RWF7LB-S-JP	RWF7LB-S	BANDAI NAMCO HOLDINGS INC  ORD
W4DZRL-S	HILLENBRAND INC  COM	HI-NYS	6784489	281759828	002FYS-E	CZV5WM-S-IN	CZV5WM-S	BANDHAN BANK LTD  ORD
RXJL2K-S	VANGUARD FTSE EUROPE ETF	VGK-PSE	5249822	281442957	002FYS-E	MNSXM4-S-JP	MNSXM4-S	BANDO CHEMICAL INDUSTRIES LTD  ORD
S1GFR5-S	ZSCALER INC  COM	ZS-NAS	3965398	281265680	002FYS-E	SPL5GN-S-US	SPL5GN-S	BANDWIDTH INC  CL A
G6SQ88-S	MACQUARIE INFRASTRUCTURE CORP  COM	MIC-NYS	6795092	280093692	002FYS-E	RML859-S-TH	RML859-S	BANGCHAK CORP PCL  FGN
PZFFN1-S	OWENS ILLINOIS INC  COM	OI-NYS	14716712	279323194	002FYS-E	N97VJZ-S-TH	N97VJZ-S	BANGCHAK CORP PCL  ORD
RVCJ5M-S	TIMKEN CO  COM	TKR-NYS	6395087	278953695	002FYS-E	V9ZNR8-S-TH	V9ZNR8-S	BANGKOK AIRWAYS PCL  ORD
V4VNWF-S	MYRIAD GENETICS INC  COM	MYGN-NAS	8400523	278897364	002FYS-E	NM8YWY-S-TH	NM8YWY-S	BANGKOK BANK PCL  FGN
H2X681-S	RBC BEARINGS INC  COM	ROLL-NAS	2191789	278729807	002FYS-E	F3Q31N-S-TH	F3Q31N-S	BANGKOK BANK PCL  NVDR
TVJGF4-S	PROTO LABS INC  COM	PRLB-NYS	2650615	278685661	002FYS-E	DJJXZ4-S-TH	DJJXZ4-S	BANGKOK BANK PCL  ORD
SVFRNZ-S	BJS WHOLESALE CLUB HOLDINGS INC  COM	BJ-NYS	10169991	278657753	002FYS-E	Q2SVT1-S-TH	Q2SVT1-S	BANGKOK CHAIN HOSPITAL PCL  FGN
LMYZ8X-S	IMMUNOMEDICS INC  COM	IMMU-NAS	14500825	278560848	002FYS-E	NV4Z4V-S-TH	NV4Z4V-S	BANGKOK CHAIN HOSPITAL PCL  ORD
NGW1SG-S	MASTEC INC  COM	MTZ-NYS	5787247	278366581	002FYS-E	R2F6DZ-S-TH	R2F6DZ-S	BANGKOK DUSIT MEDICAL SVCES PCL  FGN
T0ZGDC-S	NAVIENT CORP  COM	NAVI-NAS	23978215	277427948	002FYS-E	CPFQMQ-S-TH	CPFQMQ-S	BANGKOK DUSIT MEDICAL SVCES PCL  ORD
P49VL8-S	HELEN OF TROY CORP LTD  COM	HELE-NAS	2387252	276825742	002FYS-E	L84N4N-S-TH	L84N4N-S	BANGKOK EXPRESSWAY & METRO PCL  FGN
L7GJB9-S	ABM INDUSTRIES INC  COM	ABM-NYS	7603859	276400275	002FYS-E	LV9T75-S-TH	LV9T75-S	BANGKOK EXPRESSWAY & METRO PCL  ORD
FLDXDF-S	LTC PROPERTIES INC  COM	LTC-NYS	6032681	276296790	002FYS-E	L1ZSM0-S-TH	L1ZSM0-S	BANGKOK LAND PUBLIC CO LTD  FGN
H1W9F3-S	PDC ENERGY INC  COM	PDCE-NAS	6782365	275906608	002FYS-E	JCS18V-S-TH	JCS18V-S	BANGKOK LAND PUBLIC CO LTD  ORD
WVBS8K-S	CORNERSTONE ONDEMAND INC  COM	CSOD-NAS	5035412	275839869	002FYS-E	WHZLQ4-S-TH	WHZLQ4-S	BANGKOK LIFE ASSURANCE PCL  NVDR
PP6F4M-S	HB FULLER CO  COM	FUL-NYS	5669058	275742981	002FYS-E	VXTFMM-S-TH	VXTFMM-S	BANGKOK LIFE ASSURANCE PCL  ORD
TG9C87-S	GOLDCORP INC  COM	G-TSE	24095076	275647669	002FYS-E	CJVB12-S-DK	CJVB12-S	BANG & OLUFSEN AS  ORD
RV660M-S	WHITE MOUNTAINS INSURANCE GROUP  COM	WTM-NYS	296841	274720409	002FYS-E	LVQK7V-S-US	LVQK7V-S	BANK7 CORP  COM
T2Z4DM-S	CVB FINANCIAL CORP  COM	CVBF-NAS	12977828	273183279	002FYS-E	SN8GG2-S-PK	SN8GG2-S	BANK ALFALAH LTD  ORD
J9GHVQ-S	SLM CORP  COM	SLM-NAS	27470429	272231951	002FYS-E	M1GLKP-S-GB	M1GLKP-S	BANKERS INVESTMENT TRUST PLC  ORD
BB6S59-S	J&J SNACK FOODS CORP  COM	JJSF-NAS	1713664	272198390	002FYS-E	B16W7K-S-US	B16W7K-S	BANKFINANCIAL CORP  COM
TF4SDV-S	FIRST BANCORP /PR/  COM	FBP-NYS	23743877	272104830	002FYS-E	B6WCZ8-S-PL	B6WCZ8-S	BANK HANDLOWY W WARSZAWIE  ORD
W0YZK1-S	QIAGEN NV  COM	QGEN-NYS	6682026	271824818	002FYS-E	WMBQ4Q-S-IL	WMBQ4Q-S	BANK HAPOALIM BM  ORD
B04MVC-S	BOK FINANCIAL CORP  COM	BOKF-NAS	3325913	271228205	002FYS-E	TRVDX2-S-ES	TRVDX2-S	BANKIA SA  ORD
B05HH5-S	SOUTHWESTERN ENERGY CO  COM	SWN-NYS	57639898	270331122	002FYS-E	WZHV9K-S-ES	WZHV9K-S	BANKINTER SA  ORD REG
P1XDLD-S	NUVASIVE INC  COM	NUVA-NAS	4747607	269616602	002FYS-E	X8LHGW-S-IL	X8LHGW-S	BANK LEUMI LE-ISRAEL  ORD
D54FSD-S	FEDERATED INVESTORS INC/PA  CL B NVT	FII-NYS	9195688	269525615	002FYS-E	MBLMC9-S-PL	MBLMC9-S	BANK MILLENNIUM (BIG BK GDANSKI) ORD
FXJNSW-S	MADDEN STEVEN LTD  COM	SHOO-NAS	7954240	269171482	002FYS-E	Q3TRMZ-S-US	Q3TRMZ-S	BANK OF AMERICA CORP  COM
MXTG4X-S	ENERGIZER HOLDINGS INC  COM NEW	ENR-NYS	5985102	268910633	002FYS-E	SB0DVL-S-IN	SB0DVL-S	BANK OF BARODA  ORD
FZCZH1-S	PERSPECTA INC  COM WI	PRSP-NYS	13291670	268757567	002FYS-E	P8V7B0-S-CN	P8V7B0-S	BANK OF BEIJING CO LTD  ORD A
K3PPPT-S	RH  COM	RH-NYS	2598417	267507030	002FYS-E	MLYW5Z-S-CN	MLYW5Z-S	BANK OF CHENGDU CO LTD  ORD A
G0X64Z-S	SHAW COMMUNICATIONS INC  CL B NVTG	SJR.B-TSE	12822083	267212210	002FYS-E	S12WG2-S-CN	S12WG2-S	BANK OF CHINA LTD  ORD A
VKDB45-S	CLEVELAND CLIFFS INC  COM	CLF-NYS	26729189	267024598	002FYS-E	H9WSB9-S-HK	H9WSB9-S	BANK OF CHINA LTD  ORD H
F1D5X5-S	PATTERSON UTI ENERGY INC  COM	PTEN-NAS	19030149	266802689	002FYS-E	GK265N-S-HK	GK265N-S	BANK OF CHONGQING CO LTD  ORD H
NPPM90-S	GRAHAM HOLDINGS CO  COM	GHC-NYS	390233	266599381	002FYS-E	KB31ZY-S-US	KB31ZY-S	BANK OF COMMERCE HOLDINGS  COM
H7K4T4-S	URBAN OUTFITTERS INC  COM	URBN-NAS	8982230	266233297	002FYS-E	W94XWC-S-CN	W94XWC-S	BANK OF COMMUNICATIONS CO LTD  ORD A
GX4HFB-S	EL PASO ELECTRIC CO  COM	EE-NYS	4526213	266231849	002FYS-E	BB9G8T-S-HK	BB9G8T-S	BANK OF COMMUNICATIONS CO LTD  ORD H
PP9RMW-S	APOLLO COML REAL ESTATE FINANCE  COM	ARI-NYS	14592663	265586467	002FYS-E	SHN7JX-S-GB	SHN7JX-S	BANK OF CYPRUS HOLDINGS PLC  ORD
QJF0GR-S	GLAUKOS CORP  COM	GKOS-NYS	3388176	265531353	002FYS-E	PF926C-S-HK	PF926C-S	BANK OF EAST ASIA LTD  ORD
KHSZK3-S	IRIDIUM COMMUNICATIONS INC  COM	IRDM-NAS	9987217	264062017	002FYS-E	CKPPFY-S-GB	CKPPFY-S	BANK OF GEORGIA GROUP PLC  ORD
B3N5W7-S	AMICUS THERAPEUTICS INC  COM	FOLD-NAS	19413535	264024076	002FYS-E	HZY8F9-S-CN	HZY8F9-S	BANK OF GUIYANG CO LTD  ORD A
FG686T-S	GREEN DOT CORP  CL A	GDOT-NYS	4350139	263835930	002FYS-E	TXVB03-S-CN	TXVB03-S	BANK OF HANGZHOU CO LTD  ORD A
K7YYXX-S	OPEN TEXT CORP  COM	OTEX-TSE	6844871	263048393	002FYS-E	QNX12P-S-US	QNX12P-S	BANK OF HAWAII CORP  COM
QNWXWL-S	AMERCO  COM	UHAL-NAS	707564	262867102	002FYS-E	RK583X-S-IN	RK583X-S	BANK OF INDIA  ORD
FWNZXV-S	ENVESTNET INC  COM	ENV-NYS	4011968	262342588	002FYS-E	DQ5N63-S-IE	DQ5N63-S	BANK OF IRELAND GROUP PLC  ORD
WFDFVY-S	FOX FACTORY HOLDING CORP  COM	FOXF-NAS	3748689	261995874	002FYS-E	RYSG71-S-JP	RYSG71-S	BANK OF IWATE LTD  ORD
GJHSMZ-S	UNIVAR INC  COM	UNVR-NYS	11790849	261285214	002FYS-E	KTSJB0-S-CN	KTSJB0-S	BANK OF JIANGSU CO LTD  ORD A
SC3J4V-S	HILTON GRAND VACATIONS INC  COM	HGV-NYS	8458694	260950710	002FYS-E	CSPJXB-S-TW	CSPJXB-S	BANK OF KAOHSIUNG CO LTD  ORD
NXC56V-S	FULTON FINANCIAL CORP/PA  COM	FULT-NAS	16832063	260560335	002FYS-E	SY9DBS-S-JP	SY9DBS-S	BANK OF KYOTO LTD  ORD
WZLT2G-S	CHESAPEAKE LODGING TRUST  COM	CHSP-NYS	9360100	260304381	002FYS-E	FL8GY8-S-US	FL8GY8-S	BANK OF MARIN BANCORP  COM
QWPS0G-S	CATHAY GENERAL BANCORP  COM	CATY-NAS	7634222	258876468	002FYS-E	P0SM7R-S-CA	P0SM7R-S	BANK OF MONTREAL  COM
L6L0WH-S	INVESTORS BANCORP INC  COM	ISBC-NAS	21834972	258744418	002FYS-E	S0XG2Z-S-JP	S0XG2Z-S	BANK OF NAGOYA LTD  ORD
KPFMHW-S	SINCLAIR BROADCAST GROUP INC  CL A	SBGI-NAS	6696986	257700021	002FYS-E	PB3NJ0-S-CN	PB3NJ0-S	BANK OF NANJING CO LTD  ORD A
Q1LLR2-S	BANCORPSOUTH BANK  COM	BXS-NYS	9092648	256594527	002FYS-E	HSDSLM-S-US	HSDSLM-S	BANK OF NEW YORK MELLON CORP  COM
DPZB89-S	ALEXANDER & BALDWIN INC  COM	ALEX-NYS	10083804	256531974	002FYS-E	DBST7Z-S-CN	DBST7Z-S	BANK OF NINGBO CO LTD  ORD A
K6TSVX-S	VALMONT INDUSTRIES INC  COM	VMI-NYS	1968749	256134245	002FYS-E	PM24RF-S-CA	PM24RF-S	BANK OF NOVA SCOTIA  COM
RMKHQL-S	HMS HOLDINGS CORP  COM	HMSY-NAS	8640091	255833095	002FYS-E	KCCSS7-S-US	KCCSS7-S	BANK OF NT BUTTERFIELD & SON  COM
K5VMV3-S	PAYLOCITY HOLDING CORP  COM	PCTY-NAS	2866956	255703806	002FYS-E	NV47S5-S-JP	NV47S5-S	BANK OF OKINAWA LTD  ORD
M2PL4G-S	CENOVUS ENERGY INC  COM	CVE-TSE	29386018	255070636	002FYS-E	XH955D-S-US	XH955D-S	BANK OF PRINCETON  COM
V8549L-S	BARNES GROUP INC  COM	B-NYS	4947283	254339819	002FYS-E	RMDMF0-S-AU	RMDMF0-S	BANK OF QUEENSLAND LTD  ORD
BNL1XT-S	NOVANTA INC  COM	NOVT-NAS	3000449	254228044	002FYS-E	PF9DVP-S-JP	PF9DVP-S	BANK OF SAGA LTD  ORD
CW1SM2-S	COLUMBIA BANKING SYSTEMS INC  COM	COLB-NAS	7748724	253305788	002FYS-E	S9WPDR-S-CN	S9WPDR-S	BANK OF SHANGHAI CO LTD  ORD A
DKFT9G-S	SANTANDER CONSUMER USA HOLDINGS COM	SC-NYS	11975887	253050492	002FYS-E	D1L9R1-S-US	D1L9R1-S	BANK OF SOUTH CAROLINA CORP  COM
WKMN65-S	CERIDIAN HCM HOLDING INC  COM	CDAY-NYS	4931037	252962198	002FYS-E	MS987T-S-US	MS987T-S	BANK OF THE JAMES FINANCIAL GRP  COM
B9BS5G-S	ONEMAIN HOLDINGS INC  COM	OMF-NYS	7965319	252898878	002FYS-E	H7CXV7-S-PH	H7CXV7-S	BANK OF THE PHILIPPINE ISLANDS  ORD
DR3B48-S	FRONTDOOR INC  COM	FTDR-NAS	7334728	252461338	002FYS-E	TJGKF9-S-JP	TJGKF9-S	BANK OF THE RYUKYUS LTD  ORD
VPRV80-S	GLOBAL BLOOD THERAPEUTICS INC  COM	GBT-NAS	4767817	252360554	002FYS-E	RS34ZL-S-US	RS34ZL-S	BANK OZK  COM
CTXKTD-S	ALTERYX INC  CL A	AYX-NYS	2996774	251339435	002FYS-E	RT6KLW-S-PL	RT6KLW-S	BANK POLSKA KASA OPIEKI SA  ORD
QY1R5Z-S	HYATT HOTELS CORP  CL A	H-NYS	3461908	251230664	002FYS-E	HTWM3R-S-US	HTWM3R-S	BANKUNITED INC  COM
WPL1CS-S	ELDORADO RESORTS INC  COM	ERI-NAS	5369042	250680571	002FYS-E	HBZ61N-S-US	HBZ61N-S	BANKWELL FINANCIAL GROUP INC  COM
TD0WW3-S	RANGE RESOURCES CORP  COM	RRC-NYS	22278646	250411981	002FYS-E	J75C4Y-S-US	J75C4Y-S	BANNER CORP  COM
FPTCJD-S	SIMPSON MANUFACTURING CO INC  COM	SSD-NYS	4224334	250376276	002FYS-E	WC5RZL-S-TH	WC5RZL-S	BANPU POWER PUBLIC CO LTD  FGN
T0J8QF-S	WASHINGTON FEDERAL INC  COM	WAFD-NAS	8655835	250067073	002FYS-E	W60MVL-S-TH	W60MVL-S	BANPU POWER PUBLIC CO LTD  ORD
DVTKP5-S	HOME BANCSHARES INC  COM	HOMB-NAS	14211120	249689378	002FYS-E	PY9TMK-S-TH	PY9TMK-S	BANPU PUBLIC CO LTD  FGN
BWFLSS-S	MURPHY USA INC  COM	MUSA-NYS	2912597	249376555	002FYS-E	JPZTG4-S-TH	JPZTG4-S	BANPU PUBLIC CO LTD  ORD
GNPWR1-S	AMERICAN ASSETS TRUST INC  COM	AAT-NYS	5434496	249225987	002FYS-E	LM0SMJ-S-CH	LM0SMJ-S	BANQUE CANTONALE VAUDOISE  ORD REG
S8ZK2P-S	ACADIA PHARMACEUTICALS INC  COM	ACAD-NAS	9253698	248461791	002FYS-E	HJN4MS-S-CN	HJN4MS-S	BAODING TIANWEI BAOBIAN EL  ORD A
B4Q0H1-S	TEXAS CAPITAL BANCSHARES INC  COM	TCBI-NAS	4547791	248263911	002FYS-E	GVZ8ZZ-S-CN	GVZ8ZZ-S	BAOFENG GRP (BEIJING BAOFENG)  ORD A
RQVXL7-S	ALARM COM HOLDINGS INC  COM	ALRM-NAS	3819006	247853489	002FYS-E	CFH025-S-CN	CFH025-S	BAOJI TITANIUM INDUSTRY CO  ORD A
FBBGRD-S	INDEPENDENT BANK CORP/MA  COM	INDB-NAS	3058305	247753288	002FYS-E	C386WW-S-CN	C386WW-S	BAOSHAN IRON & STEEL CO LTD  ORD A
F5TFNZ-S	DICKS SPORTING GOODS INC  COM	DKS-NYS	6723645	247497372	002FYS-E	SCB8SY-S-CN	SCB8SY-S	BAOSHENG SCIENCE & TECH INNO ORD A
SMWVF9-S	YELP INC  COM	YELP-NYS	7164920	247189740	002FYS-E	DY6BHJ-S-CN	DY6BHJ-S	BAOTAILONG NEW MATERIALS  ORD A
MZ0G63-S	ADTALEM GLOBAL EDUCATION INC  COM	ATGE-NYS	5334913	247113170	002FYS-E	D0N54P-S-CN	D0N54P-S	BAOTOU HUAZI INDUSTRY CO  ORD A
KM6R8C-S	LENDINGTREE INC  COM	TREE-NAS	702278	246892854	002FYS-E	FLJY26-S-CN	FLJY26-S	BAOXINIAO HOLDING CO LTD  ORD A
BXMDGT-S	KBR INC  COM	KBR-NYS	12921383	246669201	002FYS-E	V2PMK1-S-US	V2PMK1-S	BAOZUN INC  SPONSORED ADR
RH1ZMN-S	COMMVAULT SYSTEMS INC  COM	CVLT-NAS	3803004	246206479	002FYS-E	KFTHSX-S-AU	KFTHSX-S	BAPCOR (BURSON GROUP) LTD  ORD
C37X9L-S	COGENT COMMUNICATIONS HLDGS INC  COM	CCOI-NAS	4531300	245823025	002FYS-E	SY897R-S-GB	SY897R-S	BARCLAYS PLC  ORD
V3LWY1-S	CNO FINANCIAL GROUP INC  COM	CNO-NYS	15167886	245416395	002FYS-E	MLN11C-S-BE	MLN11C-S	BARCO NV  ORD
R3HCP3-S	CIRRUS LOGIC INC  COM	CRUS-NAS	5828821	245218499	002FYS-E	VS6BL6-S-US	VS6BL6-S	BAR HARBOR BANKSHARES INC  COM
BNFKCM-S	BLOOMIN BRANDS INC  COM	BLMN-NAS	11950391	244385496	002FYS-E	NSZ2T7-S-GB	NSZ2T7-S	BARING EMERGING EUROPE PLC  ORD
C6M1YB-S	WD-40 CO  COM	WDFC-NAS	1439639	243932432	002FYS-E	L9Y6L8-S-ZA	L9Y6L8-S	BARLOWORLD LTD  ORD
LVRYNX-S	BRADY CORP  CL A NVTG	BRC-NYS	5250480	243674777	002FYS-E	V8549L-S-US	V8549L-S	BARNES GROUP INC  COM
J85ZGM-S	FIRST FINANCIAL BANCORP/OH  COM	FFBC-NAS	10126092	243633774	002FYS-E	FZTB6V-S-US	FZTB6V-S	BARNES & NOBLE EDUCATION INC  COM
DG3TQN-S	UNIFIRST CORP/MA  COM	UNF-NYS	1583666	243092731	002FYS-E	KV597J-S-US	KV597J-S	BARNES & NOBLE INC  COM
GFK7WX-S	TEMPUR SEALY INTERNATIONAL INC  COM	TPX-NYS	4209104	242739028	002FYS-E	QYYFWV-S-US	QYYFWV-S	BARNWELL INDUSTRIES INC  COM
GLFDP8-S	Q2 HOLDINGS INC  COM	QTWO-NYS	3500629	242453565	002FYS-E	WYHYCK-S-GB	WYHYCK-S	BARRATT DEVELOPMENTS PLC  ORD
CF8VBD-S	SILGAN HOLDINGS INC  COM	SLGN-NAS	8179899	242370407	002FYS-E	KHSW6W-S-US	KHSW6W-S	BARRETT BUSINESS SERVICES INC  COM
TXX939-S	DORMAN PRODUCTS INC  COM	DORM-NAS	2749205	242177468	002FYS-E	V5X0KS-S-CA	V5X0KS-S	BARRICK GOLD CORP  COM
WRXGHR-S	INTERACTIVE BROKERS GROUP INC  CL A	IBKR-IEXG	4654987	241500726	002FYS-E	PZBL6C-S-CH	PZBL6C-S	BARRY CALLEBAUT  ORD REG
SPFVW7-S	MGE ENERGY INC  COM	MGEE-NAS	3542904	240811185	002FYS-E	MTFKQ2-S-QA	MTFKQ2-S	BARWA REAL ESTATE CO  ORD
CVYNN4-S	HEALTHCARE SERVICES GROUP INC  COM	HCSG-NAS	7278348	240112701	002FYS-E	M51F1T-S-AU	M51F1T-S	BASE RESOURCES LTD  ORD
XM55TS-S	DROPBOX INC  CL A	DBX-NAS	11002947	239864245	002FYS-E	BBCY04-S-DE	BBCY04-S	BASF SE  ORD
P5DLYY-S	LIBERTY GLOBAL PLC  CL C	LBTYK-NAS	9902239	239733206	002FYS-E	MKK9QQ-S-RU	MKK9QQ-S	BASHNEFT PJSOC  ORD
N4K4N7-S	SANDERSON FARMS INC  COM	SAFM-NAS	1817523	239622232	002FYS-E	NLCXDM-S-RU	NLCXDM-S	BASHNEFT PJSOC  PFD
W1MZ6C-S	FLOOR & DECOR HOLDINGS INC  CL A	FND-NYS	5808656	239432800	002FYS-E	J4YQHS-S-US	J4YQHS-S	BASIC ENERGY SERVICES INC  COM
VPPMJF-S	SPROUTS FARMERS MARKETS INC  COM	SFM-NAS	11105183	239205642	002FYS-E	QDZM8M-S-US	QDZM8M-S	BASIC ENERGY SERVICES  WT 12/23/23
WCD2S8-S	ENERSYS  COM	ENS-NYS	3661341	238572980	002FYS-E	GZ6BQS-S-NL	GZ6BQS-S	BASIC FIT NV  ORD
H0NSWX-S	VONAGE HOLDINGS CORP  COM	VG-NYS	23744975	238399549	002FYS-E	M51RL0-S-CH	M51RL0-S	BASILEA PHARMACEUTICA AG  ORD
DLSQ1M-S	REPLIGEN CORP  COM	RGEN-NAS	4032386	238233365	002FYS-E	NFRSF9-S-DE	NFRSF9-S	BASLER AG ORD
N28HFG-S	WINGSTOP INC  COM	WING-NAS	3125689	237646135	002FYS-E	C1Y5MC-S-US	C1Y5MC-S	BASSETT FURNITURE INDUSTRIES  COM
VJYLZ9-S	UBIQUITI NETWORKS INC  COM	UBNT-NAS	1585607	237381224	002FYS-E	T8J9S6-S-TW	T8J9S6-S	BASSO INDUSTRY CORP LTD  ORD
BRV7XS-S	LIGAND PHARMACEUTICALS INC  CL B	LGND-NAS	1888128	237356571	002FYS-E	J5Z571-S-DE	J5Z571-S	BAUER AG  ORD
P0XDG9-S	AUTONATION INC  COM	AN-NYS	6625298	236655645	002FYS-E	L8RLRX-S-US	L8RLRX-S	BAUSCH HEALTH COS INC  COM
WYCCN8-S	APPLIED INDUSTRIAL TECHNOLOGIES  COM	AIT-NYS	3974994	236392893	002FYS-E	VFTFN3-S-DK	VFTFN3-S	BAVARIAN NORDIC AS  ORD
ND7B0W-S	REXNORD CORP  COM	RXN-NYS	9370089	235564037	002FYS-E	LY6TC3-S-US	LY6TC3-S	BAXTER INTERNATIONAL INC  COM
GFJKQD-S	DANA INC  COM	DAN-NYS	13228312	234670255	002FYS-E	FS4QJ9-S-US	FS4QJ9-S	BAYCOM CORP  COM
BHXVXH-S	ACADIA HEALTHCARE CO INC  COM	ACHC-NAS	7961584	233354027	002FYS-E	J6SF1D-S-JP	J6SF1D-S	BAYCURRENT CONSULTING INC  ORD
BBG7D9-S	EMERGENT BIOSOLUTIONS INC  COM	EBS-NYS	4607789	232785500	002FYS-E	HD22PG-S-DE	HD22PG-S	BAYER AG  ORD REG
NB68NL-S	II VI INC  COM	IIVI-NAS	6238153	232308818	002FYS-E	JS3Q3Z-S-IN	JS3Q3Z-S	BAYER CROPSCIENCE LTD ORD
VNNDY1-S	CHOICE HOTELS INTERNATIONAL INC  COM	CHH-NYS	2979823	231651440	002FYS-E	DG788W-S-DE	DG788W-S	BAYERISCHE MOTOREN WERKE BMW  ORD
HD1HKX-S	WESCO INTERNATIONAL INC  COM	WCC-NYS	4353998	230805434	002FYS-E	F1DFCD-S-DE	F1DFCD-S	BAYERISCHE MOTOREN WERKE BMW  PFD
KRZKLH-S	TOPBUILD CORP  COM	BLD-NYS	3559716	230740791	002FYS-E	V07M15-S-IL	V07M15-S	BAYSIDE LAND CORP  ORD 1
N17VK7-S	VISHAY INTERTECHNOLOGY INC  COM	VSH-NYS	12489100	230673677	002FYS-E	FBC2XZ-S-CA	FBC2XZ-S	BAYTEX ENERGY CORP  COM
GD8QS2-S	CONDUENT INC  COM	CNDT-NYS	16578673	229283048	002FYS-E	L1YXZ6-S-DE	L1YXZ6-S	BAYWA AG  ORD VINK
QZ3MSQ-S	MERITOR INC  COM	MTOR-NYS	11263287	229207890	002FYS-E	GNCBH0-S-GB	GNCBH0-S	BBA AVIATION (BBA GROUP) PLC  ORD
XP2B7X-S	BELMOND LTD  CL A	BEL-NYS	9181498	228894745	002FYS-E	S6PV7B-S-CH	S6PV7B-S	BB BIOTECH AG  ORD REG
RBCLWR-S	GLOBAL NET LEASE INC  COM	GNL-NYS	12108042	228841994	002FYS-E	MMZG5C-S-CN	MMZG5C-S	BBMG CORP  ORD A
W7XR1J-S	EDGEWELL PERSONAL CARE CO  COM	EPC-NYS	5207341	228550196	002FYS-E	LX4SH7-S-HK	LX4SH7-S	BBMG CORP  ORD H
KQL8HB-S	WATTS WATER TECHNOLOGIES INC  CL A	WTS-NYS	2826786	228460845	002FYS-E	QFVY51-S-BR	QFVY51-S	BB SEGURIDADE PARTICIPACOES SA  ORD
M7415B-S	FIRST CITIZENS BANCSHARES  CL A	FCNCA-NAS	560112	228077606	002FYS-E	XN2JJ0-S-US	XN2JJ0-S	BB&T CORP  COM
WMPR62-S	AMC NETWORKS INC  CL A	AMCX-NAS	4016954	228002309	002FYS-E	DNWR2N-S-US	DNWR2N-S	BBX CAPITAL CORP  CL A
LQ28W7-S	ELEMENT SOLUTIONS INC  COM	ESI-NYS	22515215	227403672	002FYS-E	L5TR38-S-GB	L5TR38-S	BCA MARKETPLACE (HAVERSHAM)  ORD
W7YZDP-S	CONMED CORP  COM	CNMD-NAS	2732995	227330524	002FYS-E	DBTB7G-S-US	DBTB7G-S	BCB BANCORP INC  COM
RK95LL-S	TELUS CORP  COM	T-TSE	6126886	226939857	002FYS-E	JS1M40-S-CA	JS1M40-S	BCE INC  COM
