factset_fund_id,fs_perm_sec_id,fsym_id,security_name,FS_Market_Value,FS_Position,Upper_Case Name,Lower_case_name,Mkt Val,Pos
04CC29-E,DF3K29-S-US,DF3K29-S,MICROSOFT CORP  COM,10220315754,73580387,TREASURY ISSUES (LONG-TERM),Treasury Issues (Long-Term),1.83031E+11,1.83031E+11
04CC29-E,R85KLC-S-US,R85KLC-S,APPLE INC  COM,9425916676,45933028,CORPORATE BOND,Corporate Bond,97661996019,97661996019
04CC29-E,RMCVZ9-S-US,RMCVZ9-S,AMAZON COM INC  COM,8510995187,4211300,CASH/SHORT-TERM INVESTMENTS,Cash/Short-Term Investments,28565274892,28565274892
04CC29-E,H7CWS6-S-CH,H7CWS6-S,NESTLE SA  ORD REG,7987426905,76801591,PRIVATE PLACEMENT SECURITIES,Private Placement Securities,28157267164,28157267164
04CC29-E,DC1QVX-S-US,DC1QVX-S,ALPHABET INC  CL C,7393246683,6427010,AGENCY BOND,Agency Bond,12199310206,12199310206
04CC29-E,WPKKGB-S-GB,WPKKGB-S,ROYAL DUTCH SHELL PLC  ORD A,6536277677,201488525,FEDERAL GRID CO OF UNIFIED EN  ORD,Federal Grid Co Of Unified En  Ord,27081355,"9,403,248,282"
04CC29-E,M50G2S-S-CH,M50G2S-S,ROCHE HOLDING AG  ORD DRC,4959236305,18481952,MUNICIPAL BONDS,Municipal Bonds,8729827826,8729827826
04CC29-E,BHM9TN-S-US,BHM9TN-S,FACEBOOK INC  CL A,4860729502,23837622,MORTGAGE-BACKED SECURITIES,Mortgage-Backed Securities,5180833252,5180833252
04CC29-E,P6G3ZG-S-CH,P6G3ZG-S,NOVARTIS AG  ORD REG,4761172755,53421479,CHINA CONSTRUCTION BANK  ORD H,China Construction Bank  Ord H,1134327412,1415926967
04CC29-E,N138TY-S-US,N138TY-S,BERKSHIRE HATHAWAY INC  CL B,4036801160,18904192,LLOYDS BANKING GROUP PLC  ORD,Lloyds Banking Group Plc  Ord,1000670065,1382370096
04CC29-E,T7HSNM-S-US,T7HSNM-S,JOHNSON & JOHNSON  COM,3518153041,26116495,CHINA TOWER CORP LTD  ORD H,China Tower Corp Ltd  Ord H,346896399,1274651476
04CC29-E,FQWDJD-S-HK,FQWDJD-S,TENCENT HOLDINGS LTD  ORD,3496516546,75847185,INDUSTRIAL&COMMERCIAL BK CHINA ORD H,Industrial&Commercial Bk China Ord H,867218571,1229591475
04CC29-E,NB64DG-S-US,NB64DG-S,LINDE PLC  COM,3393161885,16627441,ITAU CORPBANCA  ORD,Itau Corpbanca  Ord,10045523,1223571592
04CC29-E,N5N6M6-S-US,N5N6M6-S,JPMORGAN CHASE & CO  COM,3356833578,29471761,EQUITY OTHER,Equity Other,1157131166,1157131166
04CC29-E,F3JG9C-S-DE,F3JG9C-S,SAP SE  ORD,3289477053,24055873,TMB BANK PCL  ORD,Tmb Bank Pcl  Ord,59294419,958216202
04CC29-E,T52H0Y-S-GB,T52H0Y-S,HSBC HOLDINGS PLC  ORD,3162014206,378744663,BANK OF CHINA LTD  ORD H,Bank Of China Ltd  Ord H,393534218,944792015
04CC29-E,CC5BCX-S-GB,CC5BCX-S,BP PLC  ORD,3146147002,463807734,IDGC CENTER PJSC  ORD,Idgc Center Pjsc  Ord,4164373,915246871
04CC29-E,JS7D8K-S-US,JS7D8K-S,VISA INC  CL A,3096514576,17148555,PT SENTUL CITY TBK  ORD,Pt Sentul City Tbk  Ord,8183827,904290280
04CC29-E,XQ818C-S-KR,XQ818C-S,SAMSUNG ELECTRONICS CO LTD  ORD,3088806325,78417117,IDGC CENTRE & VOLGA REGION PJSC  ORD,Idgc Centre & Volga Region Pjsc  Ord,3811409,878204917
04CC29-E,B1BDZW-S-TW,B1BDZW-S,TAIWAN SEMICONDUCTOR MFG CO LTD  ORD,3064419682,373793137,INTER RAO UES PJSC  ORD,Inter Rao Ues Pjsc  Ord,"62,080,575",838360233
04CC29-E,Q3TRMZ-S-US,Q3TRMZ-S,BANK OF AMERICA CORP  COM,3060100061,104726217,PT PURADELTA LESTARI  ORD,Pt Puradelta Lestari  Ord,17165139,835286569
04CC29-E,CM3XPB-S-FR,CM3XPB-S,TOTAL SA  ORD,3057961613,54208259,PT TELEKOMUNIKASI INDONESIA  ORD B,Pt Telekomunikasi Indonesia  Ord B,241429005,785186046
04CC29-E,HP44R7-S-US,HP44R7-S,EXXON MOBIL CORP  COM,3051601208,39590052,VODAFONE GROUP PLC  ORD,Vodafone Group Plc  Ord,1174584309,"720,962,140"
04CC29-E,K14DFC-S-US,K14DFC-S,CISCO SYSTEMS INC  COM,2809319940,48394831,PT CIPUTRA DEVELOPMENT TBK  ORD,Pt Ciputra Development Tbk  Ord,62328677,"719,980,093"
04CC29-E,RWC9XJ-S-US,RWC9XJ-S,PROCTER & GAMBLE CO  COM,2716631894,23524696,DIGITAL DOMAIN HOLDINGS LTD  ORD,Digital Domain Holdings Ltd  Ord,11097518,717821338
04CC29-E,R817B9-S-FR,R817B9-S,LVMH LOUIS VUITTON MOET HEN  ORD,2589856630,6050893,UNIPRO (E ON RUSSIA) PJSC  ORD,Unipro (E On Russia) Pjsc  Ord,29353508,699059487
04CC29-E,DY0D0T-S-US,DY0D0T-S,HOME DEPOT INC  COM,2529896012,11567883,PT HANSON INTERNATIONAL TBK  ORD A,Pt Hanson International Tbk  Ord A,5085479,655345247
04CC29-E,MH2TVY-S-DE,MH2TVY-S,ALLIANZ SE  ORD REG,2502124260,10212552,NORTE GRANDE SA  ORD,Norte Grande Sa  Ord,3455776,634087269
04CC29-E,HLTYZF-S-US,HLTYZF-S,MASTERCARD INC  CL A,2434590259,8714573,PT MAYORA INDAH  ORD,Pt Mayora Indah  Ord,92982892,583001392
04CC29-E,R4SVX3-S-US,R4SVX3-S,UNITEDHEALTH GROUP INC  COM,2417284376,9088902,PT BANK RAKYAT INDONESIA TBK  ORD B,Pt Bank Rakyat Indonesia Tbk  Ord B,185585726,570260959
04CC29-E,RGW4H5-S-US,RGW4H5-S,VERIZON COMMUNICATIONS INC  COM,2404767665,41763940,CHINA PETROLEUM (XINJIANG)  ORD A,China Petroleum (Xinjiang)  Ord A,"308,270,471",523352751
04CC29-E,JDQZCY-S-US,JDQZCY-S,PFIZER INC  COM,2394635650,56014869,BARCLAYS PLC  ORD,Barclays Plc  Ord,999267018,509364926
04CC29-E,MBKTVK-S-US,MBKTVK-S,CHEVRON CORP  COM,2382708803,18952504,PT MITRA ADIPERKASA TBK  ORD,Pt Mitra Adiperkasa Tbk  Ord,33286758,"498,230,180"
04CC29-E,PQJ6YX-S-US,PQJ6YX-S,AT&T INC  COM,2372001858,70364932,BP PLC  ORD,Bp Plc  Ord,3146147002,463807734
04CC29-E,G11QT7-S-GB,G11QT7-S,GLAXOSMITHKLINE PLC  ORD,2268044855,110615830,PT PANIN FINANCIAL (PANIN LIFE)  ORD,Pt Panin Financial (Panin Life)  Ord,11517050,435591896
04CC29-E,NFLZ7S-S-GB,NFLZ7S-S,DIAGEO PLC  ORD,2236746547,52559198,BANCO SANTANDER SA  ORD,Banco Santander Sa  Ord,"2,008,373,121",428167944
04CC29-E,PJSZYL-S-US,PJSZYL-S,INTEL CORP  COM,2210727242,44108684,PT ASTRA INTERNATIONAL  ORD,Pt Astra International  Ord,222622898,417350115
04CC29-E,D2W8ZK-S-JP,D2W8ZK-S,TOYOTA MOTOR CORP  ORD,2191025132,34236747,DERIVATIVE SECURITIES (OTHER),Derivative Securities (Other),412973560,412973560
04CC29-E,JT6S2Y-S-DK,JT6S2Y-S,NOVO NORDISK AS  ORD B,2093198145,43732897,ENEL CHILE (ENERSIS) SA  ORD,Enel Chile (Enersis) Sa  Ord,37318107,394441470
04CC29-E,BV8JHF-S-GB,BV8JHF-S,ASTRAZENECA PLC  ORD,2091656144,26403199,TESCO PLC  ORD,Tesco Plc  Ord,1171076012,389628766
04CC29-E,BDHSLY-S-GB,BDHSLY-S,PRUDENTIAL PLC  ORD,2075349439,95209779,HSBC HOLDINGS PLC  ORD,Hsbc Holdings Plc  Ord,3162014206,378744663
04CC29-E,DKHG8V-S-FR,DKHG8V-S,SANOFI (SANOFI AVENTIS)  ORD,2049716986,24664988,TAIWAN SEMICONDUCTOR MFG CO LTD  ORD,Taiwan Semiconductor Mfg Co Ltd  Ord,3064419682,373793137
04CC29-E,DHCHGY-S-BE,DHCHGY-S,ANHEUSER BUSCH INBEV SA/NV  ORD,2042690526,23123281,ASSET-BACKED SECURITIES,Asset-Backed Securities,368997084,368997084
04CC29-E,K8YTSW-S-US,K8YTSW-S,WALT DISNEY CO  COM,2036119314,14036394,PT BANK CIMB NIAGA (BANK NIAGA)  ORD,Pt Bank Cimb Niaga (Bank Niaga)  Ord,28963087,368159238
04CC29-E,SB39C9-S-GB,SB39C9-S,BHP GROUP PLC  ORD,2023068132,80576793,PT MODERNLAND REALTY TBK  ORD,Pt Modernland Realty Tbk  Ord,7299157,368086573
04CC29-E,M647FF-S-US,M647FF-S,COMCAST CORP  CL A,2020720380,45186055,ALIBABA PICTURES GROUP LTD  ORD,Alibaba Pictures Group Ltd  Ord,73141569,"362,302,202"
04CC29-E,XQC8FD-S-ES,XQC8FD-S,BANCO SANTANDER SA  ORD,2008373121,428167944,TELECOM ITALIA SPA  ORD,Telecom Italia Spa  Ord,203632182,359755105
04CC29-E,B6LPK8-S-DE,B6LPK8-S,VONOVIA SE  ORD,1968778902,39894138,PETROCHINA CO LTD  ORD H,Petrochina Co Ltd  Ord H,187941186,344479610
04CC29-E,G4G3T4-S-US,G4G3T4-S,WELLS FARGO & CO  COM,1965483232,42078425,MIZUHO FINANCIAL GROUP INC  ORD,Mizuho Financial Group Inc  Ord,497655357,337739216
04CC29-E,RS2DJW-S-NL,RS2DJW-S,ASML HOLDING NV  ORD,1953124347,9432508,MEGAWORLD CORP  ORD,Megaworld Corp  Ord,41951276,329287882
04CC29-E,D1N7DV-S-ZA,D1N7DV-S,NASPERS LTD  ORD N,1928076677,7682217,SURGUTNEFTEGAS PJSC  ORD,Surgutneftegas Pjsc  Ord,137934045,325377535
04CC29-E,R2PZ46-S-HK,R2PZ46-S,AIA GROUP LTD  ORD,1892947747,172772537,QUALITY HOUSES PUBLIC CO LTD  ORD,Quality Houses Public Co Ltd  Ord,31327082,318073737
04CC29-E,JQY03J-S-DE,JQY03J-S,SIEMENS AG  ORD,1865535732,16606394,AGRICULTURAL BANK OF CHINA  ORD H,Agricultural Bank Of China  Ord H,130640672,313640488
04CC29-E,CB159X-S-GB,CB159X-S,UNILEVER PLC  ORD,1858192060,29552425,BANCO SANTANDER CHILE  ORD,Banco Santander Chile  Ord,23157932,309432549
04CC29-E,MYZV0J-S-ES,MYZV0J-S,IBERDROLA SA  ORD,1851784392,191998614,PT BANK MANDIRI PERSERO TBK  ORD,Pt Bank Mandiri Persero Tbk  Ord,180276658,"307,896,804"
04CC29-E,T6BMPP-S-US,T6BMPP-S,CITIGROUP INC  COM,1841528648,25680221,ROYAL BANK OF SCOTLAND GROUP  ORD,Royal Bank Of Scotland Group  Ord,851074715,296621294
04CC29-E,DCZH6D-S-US,DCZH6D-S,PEPSICO INC  COM,1836879193,13692726,BANCO DE CHILE SA  ORD,Banco De Chile Sa  Ord,43486996,293177350
04CC29-E,T0JCXJ-S-US,T0JCXJ-S,COCA COLA CO  COM,1824326310,34995709,CEMEX SAB  ORD PC 2A/1B,Cemex Sab  Ord Pc 2A/1B,115269169,285192660
04CC29-E,HD22PG-S-DE,HD22PG-S,BAYER AG  ORD REG,1740427239,26358484,GLENCORE (GLENCORE XSTRATA) PLC  ORD,Glencore (Glencore Xstrata) Plc  Ord,957984560,284765276
04CC29-E,BBCY04-S-DE,BBCY04-S,BASF SE  ORD,1710790531,24890750,CTBC FINANCIAL HLDG (CHINATRUST) ORD,Ctbc Financial Hldg (Chinatrust) Ord,178789374,268775367
04CC29-E,JWGTPP-S-FR,JWGTPP-S,LOREAL SA  ORD,1701066105,6029731,BANCO COMERCIAL PORTUGUES SA  ORD,Banco Comercial Portugues Sa  Ord,85521520,265892052
04CC29-E,QWP80Z-S-FR,QWP80Z-S,AXA SA  ORD,1680232259,62991269,PT SUMMARECON AGUNG TBK  ORD,Pt Summarecon Agung Tbk  Ord,23788361,256672004
04CC29-E,DXVFL5-S-NL,DXVFL5-S,UNILEVER NV  ORD CERT,1609789458,26687814,PT WIJAYA KARYA BANGUNAN GEDUNG  ORD,Pt Wijaya Karya Bangunan Gedung  Ord,"6,307,073",250877985
04CC29-E,BT4517-S-US,BT4517-S,NETFLIX INC  COM,1605261848,4378783,AMERICA MOVIL SAB DE CV  ORD L,America Movil Sab De Cv  Ord L,187659447,250610231
04CC29-E,TVSR2S-S-IT,TVSR2S-S,ENEL SPA  ORD,1589186776,217360654,PT SIDOMUNCUL TBK  ORD,Pt Sidomuncul Tbk  Ord,17390657,247026374
04CC29-E,HVVK2Q-S-US,HVVK2Q-S,ORACLE CORP  COM,1573771870,26436618,COUNTRY GROUP DEVELOPMENT PCL  ORD,Country Group Development Pcl  Ord,8436596,"245,678,400"
04CC29-E,F1F0GY-S-US,F1F0GY-S,MCDONALDS CORP  COM,1544869882,7211941,INTESA SANPAOLO SPA  ORD,Intesa Sanpaolo Spa  Ord,554545194,240372946
04CC29-E,CN301K-S-US,CN301K-S,EQUITY RESIDENTIAL  SBI,1488857221,18815332,ZENITH BANK PLC  ORD,Zenith Bank Plc  Ord,12157375,233930637
04CC29-E,HTPG7V-S-CH,HTPG7V-S,CREDIT SUISSE GROUP  ORD REG,1488487083,120597433,PT SURYA CITRA MEDIA TBK  ORD,Pt Surya Citra Media Tbk  Ord,25088516,231273189
04CC29-E,FYN093-S-FR,FYN093-S,BNP PARIBAS SA  ORD,1481021447,30697029,ENEL AMERICAS (ENERSIS) SA  ORD,Enel Americas (Enersis) Sa  Ord,38646062,226742914
04CC29-E,KQLFTH-S-NL,KQLFTH-S,AKZO NOBEL NV  ORD,1467236913,15638230,UNITED BANK FOR AFRICA PLC  ORD,United Bank For Africa Plc  Ord,3660393,226369397
04CC29-E,HWYFQJ-S-US,HWYFQJ-S,BOSTON PROPERTIES INC  COM,1398496333,10586649,PT BUMI SERPONG DAMAI TBK  ORD,Pt Bumi Serpong Damai Tbk  Ord,24083717,223494037
04CC29-E,Q1KJQ2-S-US,Q1KJQ2-S,ABBOTT LABORATORIES  COM,1388107986,16562558,PT PP PERSERO TBK  ORD,Pt Pp Persero Tbk  Ord,36022231,222854685
04CC29-E,TMV5ZH-S-DE,TMV5ZH-S,ADIDAS AG  ORD REG,1379625998,4397084,CONCORD NEW ENERGY GROUP LTD  ORD,Concord New Energy Group Ltd  Ord,10770419,218955451
04CC29-E,VLCR4Q-S-US,VLCR4Q-S,NEXTERA ENERGY INC  COM,1375447880,6585817,ACCESS BANK PLC  ORD,Access Bank Plc  Ord,3985198,218486715
04CC29-E,BNLKX9-S-JP,BNLKX9-S,SOFTBANK GROUP CORP  ORD,1329603488,27324694,ENEL SPA  ORD,Enel Spa  Ord,1589186776,217360654
04CC29-E,QMQV1Q-S-DE,QMQV1Q-S,DEUTSCHE TELEKOM AG  ORD REG,1320988445,77885852,SBERBANK RUSSIA OJSC  ORD,Sberbank Russia Ojsc  Ord,812822004,216537152
04CC29-E,PB11JK-S-US,PB11JK-S,BLACKROCK INC  CL A,1320719280,2741788,CNOOC LTD  ORD,Cnooc Ltd  Ord,"369,138,010",213689548
04CC29-E,DJH8TL-S-US,DJH8TL-S,ADOBE INC  COM,1288750963,4173957,DYNASTY CERAMIC PCL  ORD,Dynasty Ceramic Pcl  Ord,14548471,207894700
04CC29-E,XLT27Z-S-CH,XLT27Z-S,ZURICH INSURANCE (ZURICH FINL)  ORD,1278192349,3654947,CHINA DEVELOPMENT FINL HOLDING  ORD,China Development Finl Holding  Ord,61722075,203837763
04CC29-E,LRJH1M-S-FR,LRJH1M-S,SCHNEIDER ELECTRIC SE  ORD,1269963533,14641052,ROYAL DUTCH SHELL PLC  ORD A,Royal Dutch Shell Plc  Ord A,6536277677,201488525
04CC29-E,NGRNZY-S-US,NGRNZY-S,PAYPAL HOLDINGS INC  COM,1254960135,10380150,OMV PETROM SA  ORD,Omv Petrom Sa  Ord,19989217,"200,916,849"
04CC29-E,B2DTQ7-S-US,B2DTQ7-S,UNION PACIFIC CORP  COM,1251336953,7246146,MITSUBISHI UFJ FINL GROUP INC  ORD,Mitsubishi Ufj Finl Group Inc  Ord,961821235,196839592
04CC29-E,FDRDNQ-S-GB,FDRDNQ-S,RECKITT BENCKISER GROUP PLC  ORD,1216293657,14844593,PT PERUSAHAAN GAS NEGARA TBK  ORD B,Pt Perusahaan Gas Negara Tbk  Ord B,29884416,195297449
04CC29-E,MCPQD9-S-US,MCPQD9-S,INTERNATIONAL BUSINESS MACHINES  COM,1206636304,8419176,AYALA LAND INC  ORD,Ayala Land Inc  Ord,"202,047,737",192681490
04CC29-E,TTHQS7-S-US,TTHQS7-S,MEDTRONIC PLC  COM,1184309499,11864451,IBERDROLA SA  ORD,Iberdrola Sa  Ord,1851784392,191998614
04CC29-E,LY6R71-S-US,LY6R71-S,THERMO FISHER SCIENTIFIC INC  COM,1182737188,4094925,SAPURA ENERGY (SAPURAKENCANA)  ORD,Sapura Energy (Sapurakencana)  Ord,13709291,187747064
04CC29-E,D9JG61-S-US,D9JG61-S,VORNADO REALTY TRUST  SBI,1181266829,18029103,HUANENG RENEWABLES CORP LTD  ORD H,Huaneng Renewables Corp Ltd  Ord H,48430732,186724495
04CC29-E,JR2FKP-S-GB,JR2FKP-S,VODAFONE GROUP PLC  ORD,1174584309,720962140,BT GROUP PLC  ORD,Bt Group Plc  Ord,437044257,183827454
04CC29-E,KX8CBL-S-GB,KX8CBL-S,TESCO PLC  ORD,1171076012,389628766,PT BANK PERMATA  ORD,Pt Bank Permata  Ord,12572443,183245058
04CC29-E,MDX5ZL-S-US,MDX5ZL-S,BROADCOM INC COM,1157184830,4013265,SISTEMA PJSFC  ORD,Sistema Pjsfc  Ord,34673747,182608736
04CC29-E,X0MHD2-S-US,X0MHD2-S,COSTCO WHOLESALE CORP  COM,1155657674,4118817,PEOPLES INSURANCE CO GRP CHINA ORD H,Peoples Insurance Co Grp China Ord H,74915887,"182,091,018"
04CC29-E,H0R150-S-CA,H0R150-S,ROYAL BANK OF CANADA  COM,1152370189,14424461,UNITED MICROELECTRONICS  ORD,United Microelectronics  Ord,85172754,177454328
04CC29-E,DB740W-S-CH,DB740W-S,UBS GROUP AG  ORD REG,1136643216,93550882,PT PAN BROTHERS TBK  ORD,Pt Pan Brothers Tbk  Ord,7384451,177212651
04CC29-E,CX91KZ-S-HK,CX91KZ-S,CHINA CONSTRUCTION BANK  ORD H,1134327412,1415926967,CHINA TELECOM CORP LTD  ORD H,China Telecom Corp Ltd  Ord H,84225093,177200339
04CC29-E,T8GLHL-S-US,T8GLHL-S,AMGEN INC  COM,1120455538,6361887,BANCO BILBAO VIZCAYA ARG  ORD,Banco Bilbao Vizcaya Arg  Ord,967715708,174454347
04CC29-E,C4CBZX-S-FR,C4CBZX-S,VINCI SA  ORD,1111732071,10753300,BANCO DE SABADELL SA  ORD,Banco De Sabadell Sa  Ord,182857098,172840964
04CC29-E,W24RPK-S-US,W24RPK-S,ACCENTURE PLC  CL A,1101950516,5641770,AIA GROUP LTD  ORD,Aia Group Ltd  Ord,1892947747,172772537
04CC29-E,H3ZZPR-S-US,H3ZZPR-S,STARBUCKS CORP  COM,1092432476,12116598,CHINA STEEL CORP  ORD,China Steel Corp  Ord,136815163,171951792
04CC29-E,KDKKXR-S-HK,KDKKXR-S,PING AN INSURANCE GROUP CHINA  ORD H,1086145376,90289626,ALMENDRAL SA  ORD,Almendral Sa  Ord,12285731,"170,068,257"
04CC29-E,XLTFZB-S-JP,XLTFZB-S,KEYENCE CORP  ORD,1074587575,1824062,BEIJING JINGNENG CLEAN ENERGY  ORD H,Beijing Jingneng Clean Energy  Ord H,29528657,169929542
04CC29-E,K4F5JW-S-FR,K4F5JW-S,KERING  ORD,1068670723,1825192,YUANTA FINANCIAL HLDG (FUHWA)  ORD,Yuanta Financial Hldg (Fuhwa)  Ord,96780043,166448890
04CC29-E,SJWX0Y-S-US,SJWX0Y-S,TEXAS INSTRUMENTS INCORPORATED  COM,1057661102,8825610,PT ARWANA CITRAMULIA TBK  ORD,Pt Arwana Citramulia Tbk  Ord,6056136,165287567
04CC29-E,RFQ4VD-S-CA,RFQ4VD-S,TORONTO DOMINION BANK  COM,1056898865,18020441,PT ELNUSA TBK  ORD,Pt Elnusa Tbk  Ord,4409632,164969391
04CC29-E,DVRKW9-S-US,DVRKW9-S,SALESFORCE COM INC  COM,1056751768,6619178,PT MITRA KELUARGA KARYASEHAT  ORD,Pt Mitra Keluarga Karyasehat  Ord,22829603,163805718
04CC29-E,QZ30M4-S-DE,QZ30M4-S,DEUTSCHE POST AG  ORD REG,1051170419,31720586,SINOPAC FINANCIAL HOLDINGS CO  ORD,Sinopac Financial Holdings Co  Ord,64954385,160670801
04CC29-E,RYQM2P-S-SE,RYQM2P-S,ESSITY AB  ORD B,1039026692,33556977,GAZPROM PJSC  ORD,Gazprom Pjsc  Ord,612244035,159688480
04CC29-E,TD16GD-S-FR,TD16GD-S,GECINA SA  ORD,1038778776,7111606,HON HAI PRECISION INDUSTRY CO  ORD,Hon Hai Precision Industry Co  Ord,401376793,159541141
04CC29-E,WK0NR3-S-US,WK0NR3-S,NIKE INC  CL B,1038539598,11606388,MEGA FINANCIAL HOLDING CO LTD  ORD,Mega Financial Holding Co Ltd  Ord,161056912,157721111
04CC29-E,KHXK7B-S-GB,KHXK7B-S,RELX PLC  ORD,1017453795,41369496,PTT PUBLIC CO LTD  ORD,Ptt Public Co Ltd  Ord,237021483,153207686
04CC29-E,JZWLDY-S-AU,JZWLDY-S,COMMONWEALTH BANK AUSTRALIA  ORD,1005283709,17643654,CHULARAT HOSPITAL PCL  ORD,Chularat Hospital Pcl  Ord,11176511,152642875
04CC29-E,H0KR21-S-FR,H0KR21-S,DANONE (GROUPE DANONE) SA  ORD,1003514717,11746146,IRPC PCL  ORD,Irpc Pcl  Ord,24869112,151993107
04CC29-E,MH7782-S-GB,MH7782-S,LLOYDS BANKING GROUP PLC  ORD,1000670065,1382370096,PT WASKITA BETON PRECAST TBK  ORD,Pt Waskita Beton Precast Tbk  Ord,4670990,151902117
04CC29-E,SY897R-S-GB,SY897R-S,BARCLAYS PLC  ORD,999267018,509364926,SOCIEDAD MATRIZ SAAM SA ORD,Sociedad Matriz Saam Sa Ord,14132205,150936714
04CC29-E,K6TLGQ-S-US,K6TLGQ-S,UNITED TECHNOLOGIES CORP  COM,995648441,7473155,GCL POLY ENERGY HOLDINGS LTD  ORD,Gcl Poly Energy Holdings Ltd  Ord,8549758,148691438
04CC29-E,NK1C4M-S-US,NK1C4M-S,DANAHER CORP  COM,993302076,7039204,PT BANK NEGARA INDONESIA (BNI) ORD,Pt Bank Negara Indonesia (Bni) Ord,96137224,145850298
04CC29-E,TBRGP3-S-CH,TBRGP3-S,COMPAGNIE FINANCIERE RICH  ORD A REG,988173436,11864829,SHIN KONG FINANCIAL HOLDING CO  ORD,Shin Kong Financial Holding Co  Ord,43588279,145653543
04CC29-E,L0TB1S-S-ES,L0TB1S-S,BANCO BILBAO VIZCAYA ARG  ORD,967715708,174454347,AU OPTRONICS CORP  ORD,Au Optronics Corp  Ord,41564475,144491675
04CC29-E,R5S5QK-S-JP,R5S5QK-S,MITSUBISHI UFJ FINL GROUP INC  ORD,961821235,196839592,ASIA AVIATION PCL  ORD,Asia Aviation Pcl  Ord,17751728,139065634
04CC29-E,F4SZPG-S-IT,F4SZPG-S,ENI SPA  ORD,959825672,57930228,VGI GLOBAL MEDIA PCL  ORD,Vgi Global Media Pcl  Ord,42741613,137419583
04CC29-E,C4QD5D-S-GB,C4QD5D-S,GLENCORE (GLENCORE XSTRATA) PLC  ORD,957984560,284765276,PT JAYA REAL PROPERTY TBK  ORD,Pt Jaya Real Property Tbk  Ord,5098171,133880535
04CC29-E,V3049L-S-US,V3049L-S,ABBVIE INC  COM,955956523,13604049,TAIWAN COOPERATIVE FINL HOLDING  ORD,Taiwan Cooperative Finl Holding  Ord,89667154,133825581
04CC29-E,W38FV3-S-US,W38FV3-S,ELI LILLY & CO  COM,955096356,8805166,DIALOG AXIATA (DIALOG TELEKOM)  ORD,Dialog Axiata (Dialog Telekom)  Ord,7668326,133431813
04CC29-E,X5D74Q-S-DE,X5D74Q-S,DEUTSCHE WOHNEN SE  ORD BRR,950338917,25742701,FIRST FINANCIAL HOLDING  ORD,First Financial Holding  Ord,98395264,133386560
04CC29-E,S5FBX8-S-JP,S5FBX8-S,SONY CORP  ORD,950338365,16963594,THAI BEVERAGE PUBLIC CO LTD  ORD,Thai Beverage Public Co Ltd  Ord,82817264,132954349
04CC29-E,HRF1ZS-S-GB,HRF1ZS-S,NATIONAL GRID PLC  ORD,943684544,90006385,E SUN FINANCIAL HOLDING CO  ORD,E Sun Financial Holding Co  Ord,116401454,131400863
04CC29-E,C7R3T7-S-US,C7R3T7-S,QUALCOMM INC  COM,942788406,12498852,PT RAMAYANA LESTARI SENTOSA  ORD,Pt Ramayana Lestari Sentosa  Ord,12272148,130902911
04CC29-E,SYDPMW-S-NL,SYDPMW-S,ING GROEP NV  ORD,913682297,78219862,NOKIA OYJ  ORD,Nokia Oyj  Ord,661000575,130588393
04CC29-E,JNNYHS-S-CH,JNNYHS-S,LAFARGEHOLCIM LTD  ORD REG,912140200,18551750,TAISHIN FINANCIAL HOLDINGS CO  ORD,Taishin Financial Holdings Co  Ord,61024468,130199419
04CC29-E,QDYJZC-S-US,QDYJZC-S,NVIDIA CORP  COM,891441211,5329355,STANBIC IBTC HOLDINGS PLC  ORD,Stanbic Ibtc Holdings Plc  Ord,14271262,129069929
04CC29-E,JT6LRS-S-SE,JT6LRS-S,VOLVO AB  ORD B,891294272,56711024,SAFARICOM PLC  ORD,Safaricom Plc  Ord,34077747,127761209
04CC29-E,PF89RN-S-GB,PF89RN-S,STANDARD CHARTERED PLC  ORD,886935760,98857953,HONG KONG & CHINA GAS LTD  ORD,Hong Kong & China Gas Ltd  Ord,287641388,127476883
04CC29-E,TP1XYX-S-US,TP1XYX-S,AMERIPRISE FINANCIAL INC  COM,876808242,5834109,FUBON FINANCIAL HOLDING CO LTD  ORD,Fubon Financial Holding Co Ltd  Ord,179849488,127324367
04CC29-E,D8DHJ7-S-US,D8DHJ7-S,MONDELEZ INTERNATIONAL INC  CL A,872467899,15950053,BUMI ARMADA BHD  ORD,Bumi Armada Bhd  Ord,7696663,126485829
04CC29-E,DJL246-S-HK,DJL246-S,INDUSTRIAL&COMMERCIAL BK CHINA ORD H,867218571,1229591475,PT VALE INDONESIA TBK  ORD,Pt Vale Indonesia Tbk  Ord,27211899,126261596
04CC29-E,HSF8J2-S-AU,HSF8J2-S,CSL LTD  ORD,855183906,5496256,GEMDALE PROPERTIES & INVESTMENT  ORD,Gemdale Properties & Investment  Ord,15485176,124940907
04CC29-E,V60F1Z-S-GB,V60F1Z-S,ROYAL BANK OF SCOTLAND GROUP  ORD,851074715,296621294,WH GROUP LTD  ORD,Wh Group Ltd  Ord,123780102,122784321
04CC29-E,RMF5GJ-S-US,RMF5GJ-S,GILEAD SCIENCES INC  COM,839949561,12339497,LAND & HOUSES PUBLIC CO LTD  ORD,Land & Houses Public Co Ltd  Ord,"43,630,030",121319217
04CC29-E,DBQ20D-S-US,DBQ20D-S,AMERICAN EXPRESS CO  COM,839818983,6531998,CREDIT SUISSE GROUP  ORD REG,Credit Suisse Group  Ord Reg,"1,488,487,083",120597433
